,Site,Species,ReadingDateTime,Value,Units,Year,Month
1020,CT3,PM10,2008-10-17,13.0,ug/m3,2008,10
1021,CT3,PM10,2008-10-18,8.0,ug/m3,2008,10
1022,CT3,PM10,2008-10-19,6.0,ug/m3,2008,10
1023,CT3,PM10,2008-10-20,10.0,ug/m3,2008,10
1024,CT3,PM10,2008-10-21,9.0,ug/m3,2008,10
1025,CT3,PM10,2008-10-22,11.0,ug/m3,2008,10
1026,CT3,PM10,2008-10-23,10.0,ug/m3,2008,10
1027,CT3,PM10,2008-10-24,11.0,ug/m3,2008,10
1028,CT3,PM10,2008-10-25,12.0,ug/m3,2008,10
1029,CT3,PM10,2008-10-26,4.0,ug/m3,2008,10
1030,CT3,PM10,2008-10-27,8.0,ug/m3,2008,10
1031,CT3,PM10,2008-10-28,7.0,ug/m3,2008,10
1032,CT3,PM10,2008-10-29,9.0,ug/m3,2008,10
1033,CT3,PM10,2008-10-30,17.0,ug/m3,2008,10
1034,CT3,PM10,2008-10-31,10.0,ug/m3,2008,10
1035,CT3,PM10,2008-01-11,11.0,ug/m3,2008,1
1036,CT3,PM10,2008-02-11,21.0,ug/m3,2008,2
1037,CT3,PM10,2008-03-11,24.0,ug/m3,2008,3
1040,CT3,PM10,2008-06-11,28.0,ug/m3,2008,6
1041,CT3,PM10,2008-07-11,16.0,ug/m3,2008,7
1042,CT3,PM10,2008-08-11,8.0,ug/m3,2008,8
1043,CT3,PM10,2008-09-11,7.0,ug/m3,2008,9
1044,CT3,PM10,2008-10-11,6.0,ug/m3,2008,10
1045,CT3,PM10,2008-11-11,11.0,ug/m3,2008,11
1046,CT3,PM10,2008-12-11,14.0,ug/m3,2008,12
1047,CT3,PM10,2008-11-13,14.0,ug/m3,2008,11
1048,CT3,PM10,2008-11-14,14.0,ug/m3,2008,11
1049,CT3,PM10,2008-11-15,4.0,ug/m3,2008,11
1050,CT3,PM10,2008-11-16,6.0,ug/m3,2008,11
1051,CT3,PM10,2008-11-17,15.0,ug/m3,2008,11
1052,CT3,PM10,2008-11-18,9.0,ug/m3,2008,11
1053,CT3,PM10,2008-11-19,15.0,ug/m3,2008,11
1054,CT3,PM10,2008-11-20,10.0,ug/m3,2008,11
1055,CT3,PM10,2008-11-21,8.0,ug/m3,2008,11
1056,CT3,PM10,2008-11-22,1.0,ug/m3,2008,11
1057,CT3,PM10,2008-11-23,2.0,ug/m3,2008,11
1058,CT3,PM10,2008-11-24,8.0,ug/m3,2008,11
1059,CT3,PM10,2008-11-25,9.0,ug/m3,2008,11
1060,CT3,PM10,2008-11-26,21.0,ug/m3,2008,11
1061,CT3,PM10,2008-11-27,10.0,ug/m3,2008,11
1062,CT3,PM10,2008-11-28,6.0,ug/m3,2008,11
1063,CT3,PM10,2008-11-29,11.0,ug/m3,2008,11
1064,CT3,PM10,2008-11-30,6.0,ug/m3,2008,11
1065,CT3,PM10,2008-01-12,12.0,ug/m3,2008,1
1066,CT3,PM10,2008-02-12,13.0,ug/m3,2008,2
1067,CT3,PM10,2008-03-12,18.0,ug/m3,2008,3
1068,CT3,PM10,2008-04-12,12.0,ug/m3,2008,4
1069,CT3,PM10,2008-05-12,12.0,ug/m3,2008,5
1070,CT3,PM10,2008-06-12,12.0,ug/m3,2008,6
1071,CT3,PM10,2008-07-12,25.0,ug/m3,2008,7
1072,CT3,PM10,2008-08-12,18.0,ug/m3,2008,8
1073,CT3,PM10,2008-09-12,11.0,ug/m3,2008,9
1074,CT3,PM10,2008-10-12,12.0,ug/m3,2008,10
1075,CT3,PM10,2008-11-12,20.0,ug/m3,2008,11
1076,CT3,PM10,2008-12-12,22.0,ug/m3,2008,12
1077,CT3,PM10,2008-12-13,6.0,ug/m3,2008,12
1078,CT3,PM10,2008-12-14,10.0,ug/m3,2008,12
1079,CT3,PM10,2008-12-15,23.0,ug/m3,2008,12
1080,CT3,PM10,2008-12-16,24.0,ug/m3,2008,12
1081,CT3,PM10,2008-12-17,14.0,ug/m3,2008,12
5782,MY7,PM10,2008-01-01,42.0,ug/m3,2008,1
5783,MY7,PM10,2008-02-01,31.0,ug/m3,2008,2
5784,MY7,PM10,2008-03-01,45.2,ug/m3,2008,3
5785,MY7,PM10,2008-04-01,43.4,ug/m3,2008,4
5786,MY7,PM10,2008-05-01,32.1,ug/m3,2008,5
5787,MY7,PM10,2008-06-01,30.5,ug/m3,2008,6
5788,MY7,PM10,2008-07-01,43.0,ug/m3,2008,7
5789,MY7,PM10,2008-08-01,35.0,ug/m3,2008,8
5790,MY7,PM10,2008-09-01,37.3,ug/m3,2008,9
5791,MY7,PM10,2008-10-01,36.0,ug/m3,2008,10
5792,MY7,PM10,2008-11-01,32.8,ug/m3,2008,11
5793,MY7,PM10,2008-12-01,25.7,ug/m3,2008,12
5794,MY7,PM10,2008-01-13,19.0,ug/m3,2008,1
5795,MY7,PM10,2008-01-14,33.0,ug/m3,2008,1
5796,MY7,PM10,2008-01-15,23.3,ug/m3,2008,1
5797,MY7,PM10,2008-01-16,51.1,ug/m3,2008,1
5798,MY7,PM10,2008-01-17,46.9,ug/m3,2008,1
5799,MY7,PM10,2008-01-18,38.0,ug/m3,2008,1
5800,MY7,PM10,2008-01-19,27.0,ug/m3,2008,1
5801,MY7,PM10,2008-01-20,22.7,ug/m3,2008,1
5802,MY7,PM10,2008-01-21,31.8,ug/m3,2008,1
5803,MY7,PM10,2008-01-22,35.2,ug/m3,2008,1
5804,MY7,PM10,2008-01-23,78.7,ug/m3,2008,1
5805,MY7,PM10,2008-01-24,57.2,ug/m3,2008,1
5806,MY7,PM10,2008-01-25,43.9,ug/m3,2008,1
5807,MY7,PM10,2008-01-26,34.8,ug/m3,2008,1
5808,MY7,PM10,2008-01-27,34.8,ug/m3,2008,1
5809,MY7,PM10,2008-01-28,51.3,ug/m3,2008,1
5810,MY7,PM10,2008-01-29,58.7,ug/m3,2008,1
5811,MY7,PM10,2008-01-30,24.1,ug/m3,2008,1
5812,MY7,PM10,2008-01-31,31.0,ug/m3,2008,1
5813,MY7,PM10,2008-01-02,29.0,ug/m3,2008,1
5814,MY7,PM10,2008-02-02,31.8,ug/m3,2008,2
5815,MY7,PM10,2008-03-02,24.1,ug/m3,2008,3
5816,MY7,PM10,2008-04-02,37.8,ug/m3,2008,4
5817,MY7,PM10,2008-05-02,38.1,ug/m3,2008,5
5818,MY7,PM10,2008-06-02,28.6,ug/m3,2008,6
5819,MY7,PM10,2008-07-02,43.3,ug/m3,2008,7
5820,MY7,PM10,2008-08-02,51.1,ug/m3,2008,8
5821,MY7,PM10,2008-09-02,50.6,ug/m3,2008,9
5822,MY7,PM10,2008-10-02,54.0,ug/m3,2008,10
5823,MY7,PM10,2008-11-02,69.6,ug/m3,2008,11
5824,MY7,PM10,2008-12-02,74.3,ug/m3,2008,12
5825,MY7,PM10,2008-02-13,55.3,ug/m3,2008,2
5826,MY7,PM10,2008-02-14,37.2,ug/m3,2008,2
5827,MY7,PM10,2008-02-15,32.8,ug/m3,2008,2
5828,MY7,PM10,2008-02-16,37.9,ug/m3,2008,2
5829,MY7,PM10,2008-02-17,54.4,ug/m3,2008,2
5830,MY7,PM10,2008-02-18,87.7,ug/m3,2008,2
5831,MY7,PM10,2008-02-19,78.7,ug/m3,2008,2
5832,MY7,PM10,2008-02-20,125.5,ug/m3,2008,2
5833,MY7,PM10,2008-02-21,66.4,ug/m3,2008,2
5834,MY7,PM10,2008-02-22,38.9,ug/m3,2008,2
5835,MY7,PM10,2008-02-23,37.9,ug/m3,2008,2
5836,MY7,PM10,2008-02-24,34.7,ug/m3,2008,2
5837,MY7,PM10,2008-02-25,42.5,ug/m3,2008,2
5838,MY7,PM10,2008-02-26,40.0,ug/m3,2008,2
5839,MY7,PM10,2008-02-27,44.8,ug/m3,2008,2
5840,MY7,PM10,2008-02-28,42.8,ug/m3,2008,2
5841,MY7,PM10,2008-02-29,44.8,ug/m3,2008,2
5842,MY7,PM10,2008-01-03,27.2,ug/m3,2008,1
5843,MY7,PM10,2008-02-03,25.6,ug/m3,2008,2
5844,MY7,PM10,2008-03-03,28.7,ug/m3,2008,3
5845,MY7,PM10,2008-04-03,15.8,ug/m3,2008,4
5846,MY7,PM10,2008-05-03,44.3,ug/m3,2008,5
5847,MY7,PM10,2008-06-03,44.0,ug/m3,2008,6
5848,MY7,PM10,2008-07-03,37.8,ug/m3,2008,7
5849,MY7,PM10,2008-08-03,28.1,ug/m3,2008,8
5850,MY7,PM10,2008-09-03,28.3,ug/m3,2008,9
5851,MY7,PM10,2008-10-03,25.2,ug/m3,2008,10
5852,MY7,PM10,2008-11-03,38.9,ug/m3,2008,11
5853,MY7,PM10,2008-12-03,35.1,ug/m3,2008,12
5854,MY7,PM10,2008-03-13,40.5,ug/m3,2008,3
5855,MY7,PM10,2008-03-14,42.2,ug/m3,2008,3
5856,MY7,PM10,2008-03-15,37.5,ug/m3,2008,3
5857,MY7,PM10,2008-03-16,17.5,ug/m3,2008,3
5858,MY7,PM10,2008-03-17,16.0,ug/m3,2008,3
5859,MY7,PM10,2008-03-18,19.0,ug/m3,2008,3
5860,MY7,PM10,2008-03-19,19.1,ug/m3,2008,3
5861,MY7,PM10,2008-03-20,38.2,ug/m3,2008,3
5862,MY7,PM10,2008-03-21,9.3,ug/m3,2008,3
5863,MY7,PM10,2008-03-22,6.9,ug/m3,2008,3
5864,MY7,PM10,2008-03-23,19.8,ug/m3,2008,3
5865,MY7,PM10,2008-03-24,17.0,ug/m3,2008,3
5866,MY7,PM10,2008-03-25,27.3,ug/m3,2008,3
5867,MY7,PM10,2008-03-26,41.0,ug/m3,2008,3
5868,MY7,PM10,2008-03-27,29.8,ug/m3,2008,3
5869,MY7,PM10,2008-03-28,36.7,ug/m3,2008,3
5870,MY7,PM10,2008-03-29,33.2,ug/m3,2008,3
5871,MY7,PM10,2008-03-30,31.0,ug/m3,2008,3
5872,MY7,PM10,2008-03-31,36.3,ug/m3,2008,3
5873,MY7,PM10,2008-01-04,42.5,ug/m3,2008,1
5874,MY7,PM10,2008-02-04,29.6,ug/m3,2008,2
5875,MY7,PM10,2008-03-04,23.9,ug/m3,2008,3
5876,MY7,PM10,2008-04-04,48.7,ug/m3,2008,4
5877,MY7,PM10,2008-05-04,13.1,ug/m3,2008,5
5878,MY7,PM10,2008-06-04,10.8,ug/m3,2008,6
5879,MY7,PM10,2008-07-04,37.8,ug/m3,2008,7
5880,MY7,PM10,2008-08-04,49.4,ug/m3,2008,8
5881,MY7,PM10,2008-09-04,30.3,ug/m3,2008,9
5882,MY7,PM10,2008-10-04,49.9,ug/m3,2008,10
5883,MY7,PM10,2008-11-04,42.1,ug/m3,2008,11
5884,MY7,PM10,2008-12-04,31.3,ug/m3,2008,12
5885,MY7,PM10,2008-04-13,25.7,ug/m3,2008,4
5886,MY7,PM10,2008-04-14,23.5,ug/m3,2008,4
5887,MY7,PM10,2008-04-15,28.5,ug/m3,2008,4
5888,MY7,PM10,2008-04-16,42.7,ug/m3,2008,4
5889,MY7,PM10,2008-04-17,29.0,ug/m3,2008,4
5890,MY7,PM10,2008-04-18,41.2,ug/m3,2008,4
5891,MY7,PM10,2008-04-19,42.0,ug/m3,2008,4
5892,MY7,PM10,2008-04-20,53.0,ug/m3,2008,4
5893,MY7,PM10,2008-04-21,38.3,ug/m3,2008,4
5894,MY7,PM10,2008-04-22,46.4,ug/m3,2008,4
5895,MY7,PM10,2008-04-23,67.4,ug/m3,2008,4
5896,MY7,PM10,2008-04-24,37.8,ug/m3,2008,4
5897,MY7,PM10,2008-04-25,48.2,ug/m3,2008,4
5898,MY7,PM10,2008-04-26,40.9,ug/m3,2008,4
5899,MY7,PM10,2008-04-27,35.2,ug/m3,2008,4
5900,MY7,PM10,2008-04-28,34.8,ug/m3,2008,4
5901,MY7,PM10,2008-04-29,30.3,ug/m3,2008,4
5902,MY7,PM10,2008-04-30,30.5,ug/m3,2008,4
5903,MY7,PM10,2008-01-05,38.9,ug/m3,2008,1
5904,MY7,PM10,2008-02-05,40.6,ug/m3,2008,2
5905,MY7,PM10,2008-03-05,34.7,ug/m3,2008,3
5906,MY7,PM10,2008-04-05,47.7,ug/m3,2008,4
5907,MY7,PM10,2008-05-05,47.7,ug/m3,2008,5
5908,MY7,PM10,2008-06-05,46.4,ug/m3,2008,6
5909,MY7,PM10,2008-07-05,60.8,ug/m3,2008,7
5910,MY7,PM10,2008-08-05,63.3,ug/m3,2008,8
5911,MY7,PM10,2008-09-05,65.7,ug/m3,2008,9
5912,MY7,PM10,2008-10-05,57.9,ug/m3,2008,10
5913,MY7,PM10,2008-11-05,38.4,ug/m3,2008,11
5914,MY7,PM10,2008-12-05,34.0,ug/m3,2008,12
5915,MY7,PM10,2008-05-13,25.0,ug/m3,2008,5
5916,MY7,PM10,2008-05-14,24.4,ug/m3,2008,5
5917,MY7,PM10,2008-05-15,27.2,ug/m3,2008,5
5918,MY7,PM10,2008-05-16,18.8,ug/m3,2008,5
5919,MY7,PM10,2008-05-17,12.1,ug/m3,2008,5
5920,MY7,PM10,2008-05-18,14.4,ug/m3,2008,5
5921,MY7,PM10,2008-05-19,18.9,ug/m3,2008,5
5922,MY7,PM10,2008-05-20,21.7,ug/m3,2008,5
5923,MY7,PM10,2008-05-21,45.0,ug/m3,2008,5
5924,MY7,PM10,2008-05-22,64.2,ug/m3,2008,5
5930,MY7,PM10,2008-05-28,39.9,ug/m3,2008,5
5931,MY7,PM10,2008-05-29,31.3,ug/m3,2008,5
5932,MY7,PM10,2008-05-30,25.9,ug/m3,2008,5
5933,MY7,PM10,2008-05-31,41.3,ug/m3,2008,5
5934,MY7,PM10,2008-01-06,38.5,ug/m3,2008,1
5935,MY7,PM10,2008-02-06,47.8,ug/m3,2008,2
5936,MY7,PM10,2008-03-06,25.5,ug/m3,2008,3
5937,MY7,PM10,2008-04-06,35.2,ug/m3,2008,4
5938,MY7,PM10,2008-05-06,35.0,ug/m3,2008,5
5939,MY7,PM10,2008-06-06,28.4,ug/m3,2008,6
5940,MY7,PM10,2008-07-06,22.2,ug/m3,2008,7
5944,MY7,PM10,2008-11-06,16.4,ug/m3,2008,11
5945,MY7,PM10,2008-12-06,13.4,ug/m3,2008,12
5946,MY7,PM10,2008-06-13,20.9,ug/m3,2008,6
5947,MY7,PM10,2008-06-14,16.1,ug/m3,2008,6
5948,MY7,PM10,2008-06-15,10.5,ug/m3,2008,6
5949,MY7,PM10,2008-06-16,22.1,ug/m3,2008,6
5950,MY7,PM10,2008-06-17,32.2,ug/m3,2008,6
5951,MY7,PM10,2008-06-18,33.5,ug/m3,2008,6
5952,MY7,PM10,2008-06-19,36.9,ug/m3,2008,6
5953,MY7,PM10,2008-06-20,39.3,ug/m3,2008,6
5954,MY7,PM10,2008-06-21,28.9,ug/m3,2008,6
5955,MY7,PM10,2008-06-22,28.7,ug/m3,2008,6
5956,MY7,PM10,2008-06-23,25.2,ug/m3,2008,6
5957,MY7,PM10,2008-06-24,35.1,ug/m3,2008,6
5958,MY7,PM10,2008-06-25,37.4,ug/m3,2008,6
5959,MY7,PM10,2008-06-26,41.1,ug/m3,2008,6
5960,MY7,PM10,2008-06-27,35.0,ug/m3,2008,6
5961,MY7,PM10,2008-06-28,24.8,ug/m3,2008,6
5962,MY7,PM10,2008-06-29,26.9,ug/m3,2008,6
5963,MY7,PM10,2008-06-30,38.7,ug/m3,2008,6
5964,MY7,PM10,2008-01-07,38.0,ug/m3,2008,1
5965,MY7,PM10,2008-02-07,35.1,ug/m3,2008,2
5966,MY7,PM10,2008-03-07,35.2,ug/m3,2008,3
5967,MY7,PM10,2008-04-07,30.2,ug/m3,2008,4
5968,MY7,PM10,2008-05-07,27.4,ug/m3,2008,5
5969,MY7,PM10,2008-06-07,24.6,ug/m3,2008,6
5970,MY7,PM10,2008-07-07,32.7,ug/m3,2008,7
5971,MY7,PM10,2008-08-07,34.6,ug/m3,2008,8
5972,MY7,PM10,2008-09-07,34.9,ug/m3,2008,9
5973,MY7,PM10,2008-10-07,47.6,ug/m3,2008,10
5974,MY7,PM10,2008-11-07,39.6,ug/m3,2008,11
5975,MY7,PM10,2008-12-07,19.9,ug/m3,2008,12
5976,MY7,PM10,2008-07-13,25.6,ug/m3,2008,7
5977,MY7,PM10,2008-07-14,35.7,ug/m3,2008,7
5978,MY7,PM10,2008-07-15,35.9,ug/m3,2008,7
5979,MY7,PM10,2008-07-16,19.5,ug/m3,2008,7
5980,MY7,PM10,2008-07-17,34.3,ug/m3,2008,7
5981,MY7,PM10,2008-07-18,41.3,ug/m3,2008,7
5982,MY7,PM10,2008-07-19,17.4,ug/m3,2008,7
5983,MY7,PM10,2008-07-20,9.2,ug/m3,2008,7
5984,MY7,PM10,2008-07-21,16.0,ug/m3,2008,7
5985,MY7,PM10,2008-07-22,20.8,ug/m3,2008,7
5986,MY7,PM10,2008-07-23,38.0,ug/m3,2008,7
5987,MY7,PM10,2008-07-24,50.2,ug/m3,2008,7
5988,MY7,PM10,2008-07-25,51.1,ug/m3,2008,7
5989,MY7,PM10,2008-07-26,28.4,ug/m3,2008,7
5990,MY7,PM10,2008-07-27,31.5,ug/m3,2008,7
5991,MY7,PM10,2008-07-28,44.5,ug/m3,2008,7
5992,MY7,PM10,2008-07-29,33.5,ug/m3,2008,7
5993,MY7,PM10,2008-07-30,34.3,ug/m3,2008,7
5994,MY7,PM10,2008-07-31,50.3,ug/m3,2008,7
5995,MY7,PM10,2008-01-08,37.3,ug/m3,2008,1
5996,MY7,PM10,2008-02-08,26.5,ug/m3,2008,2
5997,MY7,PM10,2008-03-08,20.8,ug/m3,2008,3
5998,MY7,PM10,2008-04-08,32.4,ug/m3,2008,4
5999,MY7,PM10,2008-05-08,33.5,ug/m3,2008,5
6001,MY7,PM10,2008-07-08,37.1,ug/m3,2008,7
6002,MY7,PM10,2008-08-08,18.5,ug/m3,2008,8
6003,MY7,PM10,2008-09-08,25.7,ug/m3,2008,9
6004,MY7,PM10,2008-10-08,23.3,ug/m3,2008,10
6005,MY7,PM10,2008-11-08,34.1,ug/m3,2008,11
6006,MY7,PM10,2008-12-08,31.3,ug/m3,2008,12
6007,MY7,PM10,2008-08-13,33.0,ug/m3,2008,8
6008,MY7,PM10,2008-08-14,45.9,ug/m3,2008,8
6009,MY7,PM10,2008-08-15,36.1,ug/m3,2008,8
6010,MY7,PM10,2008-08-16,27.9,ug/m3,2008,8
6011,MY7,PM10,2008-08-17,25.6,ug/m3,2008,8
6012,MY7,PM10,2008-08-18,28.7,ug/m3,2008,8
6013,MY7,PM10,2008-08-19,35.4,ug/m3,2008,8
6014,MY7,PM10,2008-08-20,37.3,ug/m3,2008,8
6015,MY7,PM10,2008-08-21,40.0,ug/m3,2008,8
6016,MY7,PM10,2008-08-22,15.2,ug/m3,2008,8
6017,MY7,PM10,2008-08-23,20.9,ug/m3,2008,8
6018,MY7,PM10,2008-08-24,21.2,ug/m3,2008,8
6019,MY7,PM10,2008-08-25,28.3,ug/m3,2008,8
6020,MY7,PM10,2008-08-26,38.8,ug/m3,2008,8
6021,MY7,PM10,2008-08-27,40.2,ug/m3,2008,8
6022,MY7,PM10,2008-08-28,44.8,ug/m3,2008,8
6023,MY7,PM10,2008-08-29,38.1,ug/m3,2008,8
6024,MY7,PM10,2008-08-30,54.8,ug/m3,2008,8
6025,MY7,PM10,2008-08-31,64.3,ug/m3,2008,8
6026,MY7,PM10,2008-01-09,31.3,ug/m3,2008,1
6027,MY7,PM10,2008-02-09,32.6,ug/m3,2008,2
6028,MY7,PM10,2008-03-09,41.9,ug/m3,2008,3
6029,MY7,PM10,2008-04-09,35.4,ug/m3,2008,4
6030,MY7,PM10,2008-05-09,24.1,ug/m3,2008,5
6031,MY7,PM10,2008-06-09,24.0,ug/m3,2008,6
6032,MY7,PM10,2008-07-09,17.2,ug/m3,2008,7
6033,MY7,PM10,2008-08-09,34.0,ug/m3,2008,8
6034,MY7,PM10,2008-09-09,37.3,ug/m3,2008,9
6038,MY7,PM10,2008-09-13,28.5,ug/m3,2008,9
6039,MY7,PM10,2008-09-14,27.2,ug/m3,2008,9
6040,MY7,PM10,2008-09-15,33.7,ug/m3,2008,9
6041,MY7,PM10,2008-09-16,38.8,ug/m3,2008,9
6042,MY7,PM10,2008-09-17,41.1,ug/m3,2008,9
6043,MY7,PM10,2008-09-18,37.5,ug/m3,2008,9
6044,MY7,PM10,2008-09-19,34.1,ug/m3,2008,9
6045,MY7,PM10,2008-09-20,45.1,ug/m3,2008,9
6046,MY7,PM10,2008-09-21,40.5,ug/m3,2008,9
6047,MY7,PM10,2008-09-22,34.6,ug/m3,2008,9
6048,MY7,PM10,2008-09-23,14.9,ug/m3,2008,9
6049,MY7,PM10,2008-09-24,20.4,ug/m3,2008,9
6050,MY7,PM10,2008-09-25,25.1,ug/m3,2008,9
6051,MY7,PM10,2008-09-26,43.5,ug/m3,2008,9
6052,MY7,PM10,2008-09-27,55.5,ug/m3,2008,9
6053,MY7,PM10,2008-09-28,46.3,ug/m3,2008,9
6054,MY7,PM10,2008-09-29,19.6,ug/m3,2008,9
6055,MY7,PM10,2008-09-30,35.0,ug/m3,2008,9
6056,MY7,PM10,2008-01-10,24.7,ug/m3,2008,1
6057,MY7,PM10,2008-02-10,23.8,ug/m3,2008,2
6058,MY7,PM10,2008-03-10,11.0,ug/m3,2008,3
6059,MY7,PM10,2008-04-10,23.3,ug/m3,2008,4
6060,MY7,PM10,2008-05-10,10.3,ug/m3,2008,5
6061,MY7,PM10,2008-06-10,30.2,ug/m3,2008,6
6062,MY7,PM10,2008-07-10,33.4,ug/m3,2008,7
6063,MY7,PM10,2008-08-10,31.0,ug/m3,2008,8
6064,MY7,PM10,2008-09-10,59.2,ug/m3,2008,9
6065,MY7,PM10,2008-10-10,49.3,ug/m3,2008,10
6066,MY7,PM10,2008-11-10,54.5,ug/m3,2008,11
6067,MY7,PM10,2008-12-10,57.6,ug/m3,2008,12
6068,MY7,PM10,2008-10-13,52.4,ug/m3,2008,10
6069,MY7,PM10,2008-10-14,41.9,ug/m3,2008,10
6070,MY7,PM10,2008-10-15,33.9,ug/m3,2008,10
6071,MY7,PM10,2008-10-16,20.5,ug/m3,2008,10
6072,MY7,PM10,2008-10-17,41.3,ug/m3,2008,10
6073,MY7,PM10,2008-10-18,34.1,ug/m3,2008,10
6074,MY7,PM10,2008-10-19,27.8,ug/m3,2008,10
6076,MY7,PM10,2008-10-21,31.3,ug/m3,2008,10
6077,MY7,PM10,2008-10-22,34.4,ug/m3,2008,10
6078,MY7,PM10,2008-10-23,33.3,ug/m3,2008,10
6079,MY7,PM10,2008-10-24,31.7,ug/m3,2008,10
6080,MY7,PM10,2008-10-25,35.1,ug/m3,2008,10
6081,MY7,PM10,2008-10-26,25.0,ug/m3,2008,10
6082,MY7,PM10,2008-10-27,21.7,ug/m3,2008,10
6083,MY7,PM10,2008-10-28,23.9,ug/m3,2008,10
6084,MY7,PM10,2008-10-29,27.6,ug/m3,2008,10
6085,MY7,PM10,2008-10-30,27.8,ug/m3,2008,10
6086,MY7,PM10,2008-10-31,12.3,ug/m3,2008,10
6087,MY7,PM10,2008-01-11,14.1,ug/m3,2008,1
6088,MY7,PM10,2008-02-11,21.4,ug/m3,2008,2
6089,MY7,PM10,2008-03-11,23.8,ug/m3,2008,3
6090,MY7,PM10,2008-04-11,46.9,ug/m3,2008,4
6091,MY7,PM10,2008-05-11,31.8,ug/m3,2008,5
6092,MY7,PM10,2008-06-11,53.0,ug/m3,2008,6
6093,MY7,PM10,2008-07-11,46.0,ug/m3,2008,7
6094,MY7,PM10,2008-08-11,28.3,ug/m3,2008,8
6095,MY7,PM10,2008-09-11,25.5,ug/m3,2008,9
6096,MY7,PM10,2008-10-11,30.0,ug/m3,2008,10
6097,MY7,PM10,2008-11-11,35.3,ug/m3,2008,11
6098,MY7,PM10,2008-12-11,35.8,ug/m3,2008,12
6099,MY7,PM10,2008-11-13,43.3,ug/m3,2008,11
6100,MY7,PM10,2008-11-14,46.2,ug/m3,2008,11
6101,MY7,PM10,2008-11-15,22.3,ug/m3,2008,11
6102,MY7,PM10,2008-11-16,16.6,ug/m3,2008,11
6103,MY7,PM10,2008-11-17,36.6,ug/m3,2008,11
6104,MY7,PM10,2008-11-18,18.0,ug/m3,2008,11
6105,MY7,PM10,2008-11-19,33.9,ug/m3,2008,11
6106,MY7,PM10,2008-11-20,24.2,ug/m3,2008,11
6107,MY7,PM10,2008-11-21,12.7,ug/m3,2008,11
6108,MY7,PM10,2008-11-22,7.9,ug/m3,2008,11
6109,MY7,PM10,2008-11-23,20.8,ug/m3,2008,11
6110,MY7,PM10,2008-11-24,13.0,ug/m3,2008,11
6111,MY7,PM10,2008-11-25,14.3,ug/m3,2008,11
6112,MY7,PM10,2008-11-26,53.8,ug/m3,2008,11
6113,MY7,PM10,2008-11-27,40.0,ug/m3,2008,11
6114,MY7,PM10,2008-11-28,22.5,ug/m3,2008,11
6115,MY7,PM10,2008-11-29,15.6,ug/m3,2008,11
6116,MY7,PM10,2008-11-30,9.0,ug/m3,2008,11
6117,MY7,PM10,2008-01-12,17.2,ug/m3,2008,1
6118,MY7,PM10,2008-02-12,42.9,ug/m3,2008,2
6119,MY7,PM10,2008-03-12,41.9,ug/m3,2008,3
6120,MY7,PM10,2008-04-12,45.8,ug/m3,2008,4
6121,MY7,PM10,2008-05-12,36.8,ug/m3,2008,5
6122,MY7,PM10,2008-06-12,19.6,ug/m3,2008,6
6123,MY7,PM10,2008-07-12,59.4,ug/m3,2008,7
6124,MY7,PM10,2008-08-12,54.6,ug/m3,2008,8
6125,MY7,PM10,2008-09-12,19.7,ug/m3,2008,9
6126,MY7,PM10,2008-10-12,33.1,ug/m3,2008,10
6127,MY7,PM10,2008-11-12,44.9,ug/m3,2008,11
6128,MY7,PM10,2008-12-12,54.8,ug/m3,2008,12
6129,MY7,PM10,2008-12-13,19.9,ug/m3,2008,12
6130,MY7,PM10,2008-12-14,19.0,ug/m3,2008,12
6131,MY7,PM10,2008-12-15,31.5,ug/m3,2008,12
6132,MY7,PM10,2008-12-16,62.0,ug/m3,2008,12
6133,MY7,PM10,2008-12-17,40.3,ug/m3,2008,12
6134,MY7,PM10,2008-12-18,53.3,ug/m3,2008,12
6135,MY7,PM10,2008-12-19,47.6,ug/m3,2008,12
6136,MY7,PM10,2008-12-20,36.7,ug/m3,2008,12
6137,MY7,PM10,2008-12-21,20.6,ug/m3,2008,12
6138,MY7,PM10,2008-12-22,32.0,ug/m3,2008,12
6139,MY7,PM10,2008-12-23,29.5,ug/m3,2008,12
6140,MY7,PM10,2008-12-24,19.8,ug/m3,2008,12
6141,MY7,PM10,2008-12-25,16.2,ug/m3,2008,12
6142,MY7,PM10,2008-12-26,17.9,ug/m3,2008,12
6143,MY7,PM10,2008-12-27,20.7,ug/m3,2008,12
6144,MY7,PM10,2008-12-28,28.9,ug/m3,2008,12
6145,MY7,PM10,2008-12-29,47.4,ug/m3,2008,12
6146,MY7,PM10,2008-12-30,65.4,ug/m3,2008,12
6147,MY7,PM10,2008-12-31,50.6,ug/m3,2008,12
10834,CT8,PM10,2008-01-01,22.8,ug m-3 reference equiv by VCM,2008,1
10835,CT8,PM10,2008-02-01,31.1,ug m-3 reference equiv by VCM,2008,2
10836,CT8,PM10,2008-03-01,36.1,ug m-3 reference equiv by VCM,2008,3
10837,CT8,PM10,2008-04-01,34.7,ug m-3 reference equiv by VCM,2008,4
10838,CT8,PM10,2008-05-01,19.3,ug m-3 reference equiv by VCM,2008,5
10839,CT8,PM10,2008-06-01,23.6,ug m-3 reference equiv by VCM,2008,6
10840,CT8,PM10,2008-07-01,32.7,ug m-3 reference equiv by VCM,2008,7
